location_id,province_name,city_name,district_name,address_line1,postal_code
200000001,广东省,深圳市,宝安区,广东省深圳市宝安区文一西路605号,542417
200000002,江苏省,苏州市,工业园区,江苏省苏州市工业园区文一西路390号,201414
200000003,广东省,深圳市,福田区,广东省深圳市福田区张江路465号,766563
200000004,广东省,深圳市,福田区,广东省深圳市福田区人民路275号,169403
200000005,浙江省,杭州市,西湖区,浙江省杭州市西湖区创新大道94号,892495
200000006,浙江省,杭州市,滨江区,浙江省杭州市滨江区科技南一道977号,857168
200000007,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区建国路60号,352572
200000008,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区创新大道124号,359947
200000009,浙江省,杭州市,滨江区,浙江省杭州市滨江区人民路195号,198907
200000010,浙江省,杭州市,余杭区,浙江省杭州市余杭区创新大道828号,997546
200000011,广东省,深圳市,宝安区,广东省深圳市宝安区科技南一道766号,428838
200000012,上海市,上海市,徐汇区,上海市上海市徐汇区高新南七道958号,373432
200000013,江苏省,苏州市,工业园区,江苏省苏州市工业园区建国路379号,398830
200000014,江苏省,苏州市,工业园区,江苏省苏州市工业园区张江路518号,612262
200000015,浙江省,杭州市,滨江区,浙江省杭州市滨江区星湖街43号,423232
200000016,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区建国路274号,266931
200000017,广东省,深圳市,南山区,广东省深圳市南山区张江路183号,708792
200000018,广东省,深圳市,宝安区,广东省深圳市宝安区张江路520号,424308
200000019,上海市,上海市,徐汇区,上海市上海市徐汇区高新南七道477号,563246
200000020,广东省,深圳市,福田区,广东省深圳市福田区人民路908号,760356
200000021,北京市,北京市,丰台区,北京市北京市丰台区高新南七道973号,891937
200000022,浙江省,杭州市,滨江区,浙江省杭州市滨江区高新南七道328号,666390
200000023,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区人民路874号,976325
200000024,广东省,深圳市,南山区,广东省深圳市南山区人民路139号,584125
200000025,广东省,深圳市,南山区,广东省深圳市南山区建国路205号,979995
200000026,江苏省,苏州市,吴中区,江苏省苏州市吴中区人民路407号,849747
200000027,北京市,北京市,朝阳区,北京市北京市朝阳区人民路984号,479781
200000028,北京市,北京市,海淀区,北京市北京市海淀区科技南一道507号,992288
200000029,广东省,深圳市,福田区,广东省深圳市福田区建国路415号,825391
200000030,北京市,北京市,海淀区,北京市北京市海淀区张江路103号,973074
200000031,北京市,北京市,海淀区,北京市北京市海淀区高新南七道189号,153872
200000032,北京市,北京市,海淀区,北京市北京市海淀区人民路313号,696251
200000033,江苏省,苏州市,吴中区,江苏省苏州市吴中区创新大道73号,820775
200000034,江苏省,苏州市,吴中区,江苏省苏州市吴中区人民路966号,385470
200000035,北京市,北京市,海淀区,北京市北京市海淀区星湖街600号,557058
200000036,北京市,北京市,丰台区,北京市北京市丰台区科技南一道674号,668950
200000037,上海市,上海市,闵行区,上海市上海市闵行区文一西路231号,982277
200000038,上海市,上海市,闵行区,上海市上海市闵行区科技南一道290号,861319
200000039,北京市,北京市,朝阳区,北京市北京市朝阳区高新南七道763号,595951
200000040,浙江省,杭州市,余杭区,浙江省杭州市余杭区创新大道801号,377896
200000041,广东省,深圳市,福田区,广东省深圳市福田区星湖街711号,414012
200000042,浙江省,杭州市,余杭区,浙江省杭州市余杭区创新大道654号,366314
200000043,江苏省,苏州市,吴中区,江苏省苏州市吴中区张江路717号,409571
200000044,广东省,深圳市,宝安区,广东省深圳市宝安区高新南七道750号,237795
200000045,浙江省,杭州市,余杭区,浙江省杭州市余杭区人民路991号,986827
200000046,上海市,上海市,闵行区,上海市上海市闵行区建国路664号,166287
200000047,浙江省,杭州市,滨江区,浙江省杭州市滨江区文一西路854号,613117
200000048,浙江省,杭州市,西湖区,浙江省杭州市西湖区科技南一道52号,925013
200000049,广东省,深圳市,宝安区,广东省深圳市宝安区科技南一道135号,115582
200000050,上海市,上海市,闵行区,上海市上海市闵行区创新大道659号,132663
200000051,上海市,上海市,闵行区,上海市上海市闵行区创新大道518号,734836
200000052,广东省,深圳市,南山区,广东省深圳市南山区人民路99号,880758
200000053,浙江省,杭州市,余杭区,浙江省杭州市余杭区高新南七道866号,683286
200000054,浙江省,杭州市,余杭区,浙江省杭州市余杭区人民路72号,248766
200000055,北京市,北京市,海淀区,北京市北京市海淀区创新大道425号,386436
200000056,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区文一西路8号,621546
200000057,江苏省,苏州市,工业园区,江苏省苏州市工业园区创新大道852号,823108
200000058,浙江省,杭州市,余杭区,浙江省杭州市余杭区文一西路150号,368402
200000059,北京市,北京市,海淀区,北京市北京市海淀区张江路816号,388016
200000060,广东省,深圳市,福田区,广东省深圳市福田区建国路330号,734394
200000061,北京市,北京市,海淀区,北京市北京市海淀区高新南七道696号,726928
200000062,广东省,深圳市,福田区,广东省深圳市福田区人民路659号,930117
200000063,广东省,深圳市,宝安区,广东省深圳市宝安区科技南一道678号,453123
200000064,浙江省,杭州市,滨江区,浙江省杭州市滨江区创新大道926号,975679
200000065,上海市,上海市,浦东新区,上海市上海市浦东新区张江路86号,900185
200000066,广东省,深圳市,宝安区,广东省深圳市宝安区高新南七道811号,253143
200000067,浙江省,杭州市,滨江区,浙江省杭州市滨江区创新大道65号,216242
200000068,广东省,深圳市,宝安区,广东省深圳市宝安区人民路383号,365971
200000069,广东省,深圳市,宝安区,广东省深圳市宝安区创新大道38号,407696
200000070,北京市,北京市,丰台区,北京市北京市丰台区创新大道917号,505426
200000071,北京市,北京市,朝阳区,北京市北京市朝阳区创新大道360号,568849
200000072,浙江省,杭州市,西湖区,浙江省杭州市西湖区高新南七道371号,501451
200000073,上海市,上海市,浦东新区,上海市上海市浦东新区张江路794号,372933
200000074,浙江省,杭州市,滨江区,浙江省杭州市滨江区建国路125号,310743
200000075,广东省,深圳市,南山区,广东省深圳市南山区高新南七道658号,177767
200000076,广东省,深圳市,福田区,广东省深圳市福田区建国路651号,677599
200000077,浙江省,杭州市,西湖区,浙江省杭州市西湖区人民路633号,770030
200000078,江苏省,苏州市,吴中区,江苏省苏州市吴中区高新南七道999号,518084
200000079,北京市,北京市,丰台区,北京市北京市丰台区创新大道511号,423528
200000080,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区高新南七道47号,520040
200000081,上海市,上海市,闵行区,上海市上海市闵行区科技南一道47号,140804
200000082,上海市,上海市,闵行区,上海市上海市闵行区张江路487号,955374
200000083,上海市,上海市,闵行区,上海市上海市闵行区星湖街842号,813793
200000084,北京市,北京市,丰台区,北京市北京市丰台区人民路322号,281594
200000085,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区文一西路588号,809489
200000086,上海市,上海市,浦东新区,上海市上海市浦东新区建国路52号,802371
200000087,广东省,深圳市,南山区,广东省深圳市南山区建国路548号,874568
200000088,上海市,上海市,徐汇区,上海市上海市徐汇区创新大道911号,240718
200000089,广东省,深圳市,福田区,广东省深圳市福田区文一西路190号,247442
200000090,上海市,上海市,徐汇区,上海市上海市徐汇区张江路707号,223119
200000091,广东省,深圳市,宝安区,广东省深圳市宝安区文一西路64号,969032
200000092,上海市,上海市,浦东新区,上海市上海市浦东新区创新大道689号,946112
200000093,浙江省,杭州市,西湖区,浙江省杭州市西湖区人民路384号,501058
200000094,江苏省,苏州市,工业园区,江苏省苏州市工业园区张江路194号,860242
200000095,广东省,深圳市,南山区,广东省深圳市南山区张江路240号,955413
200000096,北京市,北京市,丰台区,北京市北京市丰台区高新南七道714号,536548
200000097,广东省,深圳市,福田区,广东省深圳市福田区高新南七道95号,661654
200000098,浙江省,杭州市,滨江区,浙江省杭州市滨江区建国路566号,437237
200000099,上海市,上海市,徐汇区,上海市上海市徐汇区人民路303号,259814
200000100,上海市,上海市,徐汇区,上海市上海市徐汇区科技南一道537号,135466
200000101,上海市,上海市,闵行区,上海市上海市闵行区科技南一道18号,655134
200000102,北京市,北京市,海淀区,北京市北京市海淀区建国路714号,336828
200000103,浙江省,杭州市,余杭区,浙江省杭州市余杭区创新大道278号,148823
200000104,北京市,北京市,丰台区,北京市北京市丰台区高新南七道394号,892313
200000105,江苏省,苏州市,吴中区,江苏省苏州市吴中区人民路443号,294760
200000106,广东省,深圳市,南山区,广东省深圳市南山区人民路460号,684041
200000107,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区张江路505号,253023
200000108,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区高新南七道441号,955088
200000109,上海市,上海市,浦东新区,上海市上海市浦东新区星湖街699号,904905
200000110,北京市,北京市,丰台区,北京市北京市丰台区人民路557号,138551
200000111,浙江省,杭州市,西湖区,浙江省杭州市西湖区建国路457号,492292
200000112,北京市,北京市,朝阳区,北京市北京市朝阳区创新大道740号,830609
200000113,北京市,北京市,丰台区,北京市北京市丰台区星湖街191号,771590
200000114,广东省,深圳市,福田区,广东省深圳市福田区创新大道541号,770153
200000115,浙江省,杭州市,西湖区,浙江省杭州市西湖区人民路429号,725397
200000116,上海市,上海市,徐汇区,上海市上海市徐汇区创新大道419号,817956
200000117,上海市,上海市,闵行区,上海市上海市闵行区科技南一道779号,853905
200000118,浙江省,杭州市,余杭区,浙江省杭州市余杭区科技南一道584号,467856
200000119,江苏省,苏州市,工业园区,江苏省苏州市工业园区人民路502号,249077
200000120,北京市,北京市,丰台区,北京市北京市丰台区高新南七道871号,166407
200000121,广东省,深圳市,福田区,广东省深圳市福田区建国路706号,238320
200000122,上海市,上海市,浦东新区,上海市上海市浦东新区创新大道10号,108454
200000123,上海市,上海市,徐汇区,上海市上海市徐汇区星湖街451号,468247
200000124,上海市,上海市,徐汇区,上海市上海市徐汇区张江路798号,824016
200000125,上海市,上海市,闵行区,上海市上海市闵行区高新南七道560号,816116
200000126,浙江省,杭州市,滨江区,浙江省杭州市滨江区文一西路318号,182860
200000127,江苏省,苏州市,吴中区,江苏省苏州市吴中区星湖街123号,113280
200000128,江苏省,苏州市,吴中区,江苏省苏州市吴中区文一西路509号,577309
200000129,浙江省,杭州市,余杭区,浙江省杭州市余杭区科技南一道567号,942127
200000130,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区高新南七道89号,679958
200000131,广东省,深圳市,福田区,广东省深圳市福田区科技南一道778号,789233
200000132,浙江省,杭州市,西湖区,浙江省杭州市西湖区人民路77号,720647
200000133,北京市,北京市,海淀区,北京市北京市海淀区人民路124号,661957
200000134,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区星湖街32号,524035
200000135,广东省,深圳市,南山区,广东省深圳市南山区创新大道829号,235047
200000136,浙江省,杭州市,西湖区,浙江省杭州市西湖区张江路511号,532005
200000137,广东省,深圳市,福田区,广东省深圳市福田区建国路31号,950069
200000138,浙江省,杭州市,余杭区,浙江省杭州市余杭区建国路607号,433451
200000139,上海市,上海市,浦东新区,上海市上海市浦东新区星湖街349号,851763
200000140,上海市,上海市,徐汇区,上海市上海市徐汇区高新南七道229号,797860
200000141,广东省,深圳市,南山区,广东省深圳市南山区高新南七道328号,276042
200000142,北京市,北京市,海淀区,北京市北京市海淀区高新南七道560号,493580
200000143,上海市,上海市,闵行区,上海市上海市闵行区科技南一道442号,785386
200000144,广东省,深圳市,福田区,广东省深圳市福田区文一西路302号,963918
200000145,北京市,北京市,海淀区,北京市北京市海淀区星湖街457号,146784
200000146,北京市,北京市,丰台区,北京市北京市丰台区建国路488号,413369
200000147,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区文一西路90号,506951
200000148,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区张江路393号,786594
200000149,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区张江路864号,615500
200000150,浙江省,杭州市,余杭区,浙江省杭州市余杭区张江路727号,631413
200000151,浙江省,杭州市,滨江区,浙江省杭州市滨江区创新大道609号,567773
200000152,广东省,深圳市,福田区,广东省深圳市福田区星湖街663号,281614
200000153,上海市,上海市,闵行区,上海市上海市闵行区张江路701号,213355
200000154,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区人民路398号,872519
200000155,浙江省,杭州市,西湖区,浙江省杭州市西湖区张江路743号,947609
200000156,上海市,上海市,浦东新区,上海市上海市浦东新区人民路543号,412848
200000157,浙江省,杭州市,西湖区,浙江省杭州市西湖区星湖街502号,923353
200000158,浙江省,杭州市,余杭区,浙江省杭州市余杭区高新南七道320号,235193
200000159,北京市,北京市,朝阳区,北京市北京市朝阳区建国路230号,862491
200000160,北京市,北京市,朝阳区,北京市北京市朝阳区张江路486号,835962
200000161,北京市,北京市,朝阳区,北京市北京市朝阳区建国路797号,375769
200000162,广东省,深圳市,宝安区,广东省深圳市宝安区文一西路927号,368322
200000163,北京市,北京市,丰台区,北京市北京市丰台区张江路900号,868677
200000164,北京市,北京市,丰台区,北京市北京市丰台区创新大道186号,741018
200000165,上海市,上海市,浦东新区,上海市上海市浦东新区人民路678号,861949
200000166,江苏省,苏州市,工业园区,江苏省苏州市工业园区建国路564号,774567
200000167,上海市,上海市,徐汇区,上海市上海市徐汇区张江路912号,633030
200000168,江苏省,苏州市,吴中区,江苏省苏州市吴中区高新南七道719号,211486
200000169,北京市,北京市,海淀区,北京市北京市海淀区星湖街987号,623059
200000170,浙江省,杭州市,滨江区,浙江省杭州市滨江区人民路987号,459513
200000171,江苏省,苏州市,吴中区,江苏省苏州市吴中区文一西路780号,469348
200000172,江苏省,苏州市,工业园区,江苏省苏州市工业园区科技南一道368号,953568
200000173,北京市,北京市,朝阳区,北京市北京市朝阳区高新南七道774号,716966
200000174,江苏省,苏州市,工业园区,江苏省苏州市工业园区高新南七道478号,844163
200000175,广东省,深圳市,福田区,广东省深圳市福田区建国路905号,323717
200000176,广东省,深圳市,福田区,广东省深圳市福田区张江路554号,859143
200000177,浙江省,杭州市,西湖区,浙江省杭州市西湖区人民路663号,956429
200000178,广东省,深圳市,福田区,广东省深圳市福田区文一西路548号,106185
200000179,北京市,北京市,丰台区,北京市北京市丰台区张江路984号,764845
200000180,上海市,上海市,浦东新区,上海市上海市浦东新区星湖街189号,331512
200000181,广东省,深圳市,南山区,广东省深圳市南山区高新南七道498号,572536
200000182,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区创新大道565号,214119
200000183,上海市,上海市,闵行区,上海市上海市闵行区星湖街375号,511564
200000184,上海市,上海市,徐汇区,上海市上海市徐汇区星湖街754号,867562
200000185,上海市,上海市,徐汇区,上海市上海市徐汇区张江路855号,877948
200000186,浙江省,杭州市,滨江区,浙江省杭州市滨江区星湖街236号,180832
200000187,广东省,深圳市,南山区,广东省深圳市南山区星湖街138号,760120
200000188,北京市,北京市,丰台区,北京市北京市丰台区星湖街814号,710948
200000189,上海市,上海市,徐汇区,上海市上海市徐汇区科技南一道899号,921945
200000190,上海市,上海市,浦东新区,上海市上海市浦东新区人民路138号,366881
200000191,上海市,上海市,闵行区,上海市上海市闵行区张江路876号,662146
200000192,浙江省,杭州市,余杭区,浙江省杭州市余杭区建国路521号,520018
200000193,北京市,北京市,海淀区,北京市北京市海淀区张江路729号,726495
200000194,广东省,深圳市,福田区,广东省深圳市福田区人民路362号,802191
200000195,浙江省,杭州市,滨江区,浙江省杭州市滨江区文一西路573号,175902
200000196,北京市,北京市,丰台区,北京市北京市丰台区建国路694号,835236
200000197,浙江省,杭州市,滨江区,浙江省杭州市滨江区建国路241号,871153
200000198,上海市,上海市,闵行区,上海市上海市闵行区创新大道188号,901387
200000199,广东省,深圳市,宝安区,广东省深圳市宝安区建国路389号,709231
200000200,上海市,上海市,徐汇区,上海市上海市徐汇区建国路834号,204721
200000201,上海市,上海市,浦东新区,上海市上海市浦东新区人民路102号,824087
200000202,浙江省,杭州市,西湖区,浙江省杭州市西湖区星湖街800号,398433
200000203,江苏省,苏州市,工业园区,江苏省苏州市工业园区高新南七道325号,784733
200000204,广东省,深圳市,南山区,广东省深圳市南山区文一西路960号,596171
200000205,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区创新大道479号,666843
200000206,浙江省,杭州市,滨江区,浙江省杭州市滨江区科技南一道1号,648736
200000207,北京市,北京市,海淀区,北京市北京市海淀区建国路270号,183057
200000208,浙江省,杭州市,余杭区,浙江省杭州市余杭区科技南一道191号,207241
200000209,北京市,北京市,朝阳区,北京市北京市朝阳区创新大道186号,301528
200000210,浙江省,杭州市,西湖区,浙江省杭州市西湖区科技南一道763号,676276
200000211,广东省,深圳市,宝安区,广东省深圳市宝安区创新大道705号,725173
200000212,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区建国路22号,822730
200000213,北京市,北京市,海淀区,北京市北京市海淀区张江路555号,484945
200000214,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区人民路657号,437666
200000215,上海市,上海市,徐汇区,上海市上海市徐汇区文一西路14号,318877
200000216,浙江省,杭州市,西湖区,浙江省杭州市西湖区人民路195号,302500
200000217,浙江省,杭州市,西湖区,浙江省杭州市西湖区创新大道956号,469438
200000218,江苏省,苏州市,吴中区,江苏省苏州市吴中区科技南一道531号,241647
200000219,上海市,上海市,浦东新区,上海市上海市浦东新区建国路263号,950472
200000220,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区人民路427号,226395
200000221,北京市,北京市,朝阳区,北京市北京市朝阳区星湖街345号,186554
200000222,北京市,北京市,海淀区,北京市北京市海淀区文一西路116号,804378
200000223,浙江省,杭州市,西湖区,浙江省杭州市西湖区文一西路116号,875507
200000224,浙江省,杭州市,西湖区,浙江省杭州市西湖区科技南一道386号,711324
200000225,北京市,北京市,朝阳区,北京市北京市朝阳区人民路521号,844162
200000226,江苏省,苏州市,吴中区,江苏省苏州市吴中区张江路242号,625600
200000227,江苏省,苏州市,吴中区,江苏省苏州市吴中区高新南七道460号,668573
200000228,广东省,深圳市,南山区,广东省深圳市南山区高新南七道860号,252591
200000229,广东省,深圳市,福田区,广东省深圳市福田区文一西路705号,917707
200000230,北京市,北京市,丰台区,北京市北京市丰台区创新大道705号,440677
200000231,北京市,北京市,丰台区,北京市北京市丰台区科技南一道572号,506216
200000232,上海市,上海市,徐汇区,上海市上海市徐汇区星湖街403号,533648
200000233,广东省,深圳市,南山区,广东省深圳市南山区高新南七道580号,791567
200000234,广东省,深圳市,宝安区,广东省深圳市宝安区创新大道244号,327408
200000235,广东省,深圳市,宝安区,广东省深圳市宝安区张江路340号,191962
200000236,北京市,北京市,朝阳区,北京市北京市朝阳区人民路864号,677210
200000237,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区高新南七道950号,236014
200000238,江苏省,苏州市,吴中区,江苏省苏州市吴中区建国路12号,771736
200000239,北京市,北京市,海淀区,北京市北京市海淀区科技南一道662号,242348
200000240,浙江省,杭州市,滨江区,浙江省杭州市滨江区科技南一道348号,493468
200000241,广东省,深圳市,南山区,广东省深圳市南山区文一西路455号,630573
200000242,上海市,上海市,浦东新区,上海市上海市浦东新区科技南一道319号,146168
200000243,江苏省,苏州市,工业园区,江苏省苏州市工业园区星湖街281号,220020
200000244,北京市,北京市,丰台区,北京市北京市丰台区科技南一道109号,502233
200000245,浙江省,杭州市,西湖区,浙江省杭州市西湖区张江路935号,481104
200000246,广东省,深圳市,福田区,广东省深圳市福田区文一西路812号,416793
200000247,广东省,深圳市,宝安区,广东省深圳市宝安区创新大道118号,720928
200000248,广东省,深圳市,南山区,广东省深圳市南山区星湖街464号,657062
200000249,广东省,深圳市,福田区,广东省深圳市福田区科技南一道1号,837520
200000250,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区星湖街296号,802615
200000251,上海市,上海市,闵行区,上海市上海市闵行区人民路364号,336706
200000252,上海市,上海市,闵行区,上海市上海市闵行区创新大道530号,182034
200000253,上海市,上海市,徐汇区,上海市上海市徐汇区张江路745号,923154
200000254,广东省,深圳市,宝安区,广东省深圳市宝安区星湖街932号,720515
200000255,浙江省,杭州市,西湖区,浙江省杭州市西湖区创新大道744号,768545
200000256,北京市,北京市,朝阳区,北京市北京市朝阳区张江路950号,936039
200000257,浙江省,杭州市,西湖区,浙江省杭州市西湖区建国路533号,453796
200000258,浙江省,杭州市,西湖区,浙江省杭州市西湖区文一西路726号,225805
200000259,广东省,深圳市,福田区,广东省深圳市福田区人民路341号,162976
200000260,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区科技南一道919号,621877
200000261,北京市,北京市,朝阳区,北京市北京市朝阳区高新南七道342号,814956
200000262,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区文一西路907号,763529
200000263,广东省,深圳市,福田区,广东省深圳市福田区文一西路217号,946309
200000264,广东省,深圳市,福田区,广东省深圳市福田区星湖街856号,719752
200000265,广东省,深圳市,南山区,广东省深圳市南山区张江路145号,894348
200000266,北京市,北京市,丰台区,北京市北京市丰台区创新大道709号,233056
200000267,浙江省,杭州市,余杭区,浙江省杭州市余杭区文一西路634号,479481
200000268,上海市,上海市,闵行区,上海市上海市闵行区科技南一道107号,876383
200000269,北京市,北京市,朝阳区,北京市北京市朝阳区人民路913号,331381
200000270,广东省,深圳市,福田区,广东省深圳市福田区星湖街114号,993021
200000271,北京市,北京市,海淀区,北京市北京市海淀区科技南一道748号,548906
200000272,广东省,深圳市,福田区,广东省深圳市福田区创新大道247号,187127
200000273,北京市,北京市,朝阳区,北京市北京市朝阳区高新南七道642号,586849
200000274,江苏省,苏州市,工业园区,江苏省苏州市工业园区文一西路393号,483349
200000275,上海市,上海市,徐汇区,上海市上海市徐汇区人民路284号,157105
200000276,江苏省,苏州市,工业园区,江苏省苏州市工业园区文一西路169号,389346
200000277,北京市,北京市,丰台区,北京市北京市丰台区高新南七道672号,777433
200000278,浙江省,杭州市,西湖区,浙江省杭州市西湖区星湖街729号,661320
200000279,浙江省,杭州市,西湖区,浙江省杭州市西湖区张江路125号,126135
200000280,广东省,深圳市,福田区,广东省深圳市福田区科技南一道412号,747518
200000281,上海市,上海市,徐汇区,上海市上海市徐汇区科技南一道931号,799155
200000282,北京市,北京市,丰台区,北京市北京市丰台区人民路143号,976097
200000283,上海市,上海市,浦东新区,上海市上海市浦东新区建国路191号,972712
200000284,浙江省,杭州市,余杭区,浙江省杭州市余杭区文一西路784号,390683
200000285,浙江省,杭州市,滨江区,浙江省杭州市滨江区星湖街55号,385915
200000286,上海市,上海市,闵行区,上海市上海市闵行区星湖街14号,243601
200000287,广东省,深圳市,南山区,广东省深圳市南山区星湖街946号,118223
200000288,广东省,深圳市,福田区,广东省深圳市福田区文一西路80号,119719
200000289,浙江省,杭州市,余杭区,浙江省杭州市余杭区高新南七道30号,195189
200000290,广东省,深圳市,南山区,广东省深圳市南山区创新大道376号,832045
200000291,广东省,深圳市,福田区,广东省深圳市福田区张江路468号,729554
200000292,广东省,深圳市,南山区,广东省深圳市南山区星湖街405号,520085
200000293,北京市,北京市,丰台区,北京市北京市丰台区张江路151号,905305
200000294,上海市,上海市,浦东新区,上海市上海市浦东新区文一西路677号,888119
200000295,北京市,北京市,海淀区,北京市北京市海淀区科技南一道34号,285460
200000296,上海市,上海市,浦东新区,上海市上海市浦东新区人民路270号,618721
200000297,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区高新南七道58号,793360
200000298,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区人民路331号,700350
200000299,江苏省,苏州市,吴中区,江苏省苏州市吴中区人民路824号,336858
200000300,江苏省,苏州市,吴中区,江苏省苏州市吴中区创新大道688号,900527
200000301,浙江省,杭州市,余杭区,浙江省杭州市余杭区张江路865号,556538
200000302,北京市,北京市,海淀区,北京市北京市海淀区科技南一道207号,267099
200000303,浙江省,杭州市,余杭区,浙江省杭州市余杭区文一西路585号,870158
200000304,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区人民路261号,718115
200000305,浙江省,杭州市,滨江区,浙江省杭州市滨江区人民路317号,769986
200000306,江苏省,苏州市,吴中区,江苏省苏州市吴中区人民路809号,135527
200000307,浙江省,杭州市,余杭区,浙江省杭州市余杭区人民路205号,758816
200000308,江苏省,苏州市,工业园区,江苏省苏州市工业园区文一西路425号,485456
200000309,浙江省,杭州市,西湖区,浙江省杭州市西湖区文一西路15号,853489
200000310,浙江省,杭州市,余杭区,浙江省杭州市余杭区张江路269号,346924
200000311,江苏省,苏州市,工业园区,江苏省苏州市工业园区创新大道931号,471512
200000312,北京市,北京市,朝阳区,北京市北京市朝阳区文一西路325号,844756
200000313,江苏省,苏州市,吴中区,江苏省苏州市吴中区创新大道783号,258612
200000314,上海市,上海市,闵行区,上海市上海市闵行区创新大道505号,217955
200000315,浙江省,杭州市,滨江区,浙江省杭州市滨江区文一西路909号,444622
200000316,上海市,上海市,闵行区,上海市上海市闵行区高新南七道971号,867080
200000317,北京市,北京市,海淀区,北京市北京市海淀区星湖街124号,413048
200000318,北京市,北京市,朝阳区,北京市北京市朝阳区科技南一道526号,458345
200000319,上海市,上海市,浦东新区,上海市上海市浦东新区文一西路940号,147285
200000320,北京市,北京市,丰台区,北京市北京市丰台区张江路322号,715732
200000321,北京市,北京市,海淀区,北京市北京市海淀区人民路890号,789666
200000322,上海市,上海市,浦东新区,上海市上海市浦东新区文一西路309号,907111
200000323,北京市,北京市,海淀区,北京市北京市海淀区创新大道755号,706770
200000324,北京市,北京市,海淀区,北京市北京市海淀区文一西路507号,752944
200000325,江苏省,苏州市,虎丘区,江苏省苏州市虎丘区星湖街637号,317273
200000326,浙江省,杭州市,余杭区,浙江省杭州市余杭区科技南一道827号,166758
200000327,广东省,深圳市,南山区,广东省深圳市南山区文一西路844号,689795
200000328,北京市,北京市,朝阳区,北京市北京市朝阳区建国路855号,948450
200000329,上海市,上海市,徐汇区,上海市上海市徐汇区高新南七道967号,131208
200000330,上海市,上海市,闵行区,上海市上海市闵行区高新南七道932号,460875
200000331,浙江省,杭州市,西湖区,浙江省杭州市西湖区张江路219号,197328
200000332,广东省,深圳市,福田区,广东省深圳市福田区张江路587号,872652
